opportunity_id,status,source,buyer,solicitation_number,title,portal_url,posted_date,question_deadline,due_date,delivery_location,estimated_value,primary_products,commodity_terms,fit_score,risk_level,next_action,owner,created_date,last_reviewed,notes,procurement_risk,gate_status,compliance_blocker,win_score,win_factors
bonfire-city-of-fort-worth-reference-26-0213-name-pw-university-drive-improvements-city-project-number-102497-8e5f32,watching,Bonfire: City of Fort Worth,,,Reference #: 26-0213. Name: PW University Drive Improvements City Project Number: 102497,https://fortworthtexas.bonfirehub.com/opportunities/237794,2026-06-03,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0222-name-rfp-aluminum-iron-rebar-and-steel-904452,watching,Bonfire: City of Fort Worth,,,"Reference #: 26-0222. Name: RFP Aluminum, Iron, Rebar, and Steel",https://fortworthtexas.bonfirehub.com/opportunities/238896,2026-06-24,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0223-name-flooring-materials-installation-and-services-4a0f2c,watching,Bonfire: City of Fort Worth,,,"Reference #: 26-0223. Name: Flooring Materials, Installation, and Services",https://fortworthtexas.bonfirehub.com/opportunities/238901,2026-06-24,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0226-name-rfp-filter-media-ed0496,watching,Bonfire: City of Fort Worth,,,Reference #: 26-0226. Name: RFP Filter Media,https://fortworthtexas.bonfirehub.com/opportunities/239269,2026-06-30,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0169-name-pw-gate-1-turn-lane-city-project-no-104125-eeba49,watching,Bonfire: City of Fort Worth,,,"Reference #: 26-0169. Name: PW Gate 1 Turn Lane, City Project No. 104125",https://fortworthtexas.bonfirehub.com/opportunities/229242,2026-04-01,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0248-name-pw-104940-4-northside-iii-phase-iv-54-inch-water-transmissio-9817e4,watching,Bonfire: City of Fort Worth,,,Reference #: 26-0248. Name: PW - 104940-4 - Northside III - Phase IV- 54 inch Water Transmission Main,https://fortworthtexas.bonfirehub.com/opportunities/241725,2026-06-24,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0252-name-pmd-job-order-contract-1722c0,watching,Bonfire: City of Fort Worth,,,Reference #: 26-0252. Name: PMD Job Order Contract,https://fortworthtexas.bonfirehub.com/opportunities/242236,2026-06-26,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-fort-worth-reference-26-0086-name-site-development-adjacent-to-casino-beach-park-69e2c6,watching,Bonfire: City of Fort Worth,,,Reference #: 26-0086. Name: Site Development Adjacent to Casino Beach Park,https://fortworthtexas.bonfirehub.com/opportunities/216715,2026-01-09,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Fort Worth feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dwu-b1800005-name-purchase-of-cartridge-split-mechanical-seal-218319-65f359,watching,Bonfire: City of Dallas,,,Reference #: IFS DWU B1800005. Name: Purchase of Cartridge Split Mechanical Seal - *218319,https://dallascityhall.bonfirehub.com/opportunities/241641,2026-06-23,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dwu-b1800007-name-purchase-of-office-electrical-road-water-supply-and-han-b8a7db,watching,Bonfire: City of Dallas,,,"Reference #: IFS  DWU B1800007. Name: Purchase of Office, Electrical, Road, Water supply, and Hand Tool Equipment, Accessories, and Supplies. - *218588",https://dallascityhall.bonfirehub.com/opportunities/242129,2026-06-29,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dwu-b700002-name-purchase-of-filter-pads-vacuum-gauge-fischer-porter-2182-c91027,watching,Bonfire: City of Dallas,,,"Reference #: IFS DWU B700002. Name: Purchase of Filter Pads, Vacuum Gauge, Fischer & Porter - *218295",https://dallascityhall.bonfirehub.com/opportunities/241542,2026-06-22,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dpd-b700003-name-purchase-of-fire-protection-equipment-and-supplies-21832-290c6a,watching,Bonfire: City of Dallas,,,Reference #: IFS DPD B700003. Name: Purchase of Fire Protection Equipment and Supplies - *218321,https://dallascityhall.bonfirehub.com/opportunities/242331,2026-06-26,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dwu-b2300036-name-purchase-of-water-supply-groundwater-sewage-treatment-a-2a5ec2,watching,Bonfire: City of Dallas,,,"Reference #: IFS DWU B2300036. Name: Purchase of - WATER SUPPLY, GROUNDWATER, SEWAGE TREATMENT, AND RELATED EQUIPMENT *218658",https://dallascityhall.bonfirehub.com/opportunities/242922,2026-07-01,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dwu-b2300035-name-purchase-of-boom-crane-certification-218863-487fa0,watching,Bonfire: City of Dallas,,,Reference #: IFS DWU B2300035. Name: Purchase of - Boom Crane Certification *218863,https://dallascityhall.bonfirehub.com/opportunities/242899,2026-07-01,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz-dwu-26-225e-name-infrastructure-needs-assessment-for-martin-luther-king-s-0bf2f1,watching,Bonfire: City of Dallas,,,Reference #: CIZ-DWU-26 225E. Name: Infrastructure Needs Assessment for Martin Luther King Station Area,https://dallascityhall.bonfirehub.com/opportunities/236809,2026-06-04,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz-dwu-26-019-name-eswtp-residuals-handling-improvements-phase-ii-f8eacd,watching,Bonfire: City of Dallas,,,Reference #: CIZ-DWU 26 019. Name: ESWTP RESIDUALS HANDLING IMPROVEMENTS PHASE II,https://dallascityhall.bonfirehub.com/opportunities/237232,2026-05-28,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz-dwu-26-243-244-name-water-and-wastewater-main-replacements-at-various-loc-50d79a,watching,Bonfire: City of Dallas,,,Reference #: CIZ-DWU 26 243 244. Name: WATER AND WASTEWATER MAIN REPLACEMENTS AT VARIOUS LOCATIONS,https://dallascityhall.bonfirehub.com/opportunities/238653,2026-06-04,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz26-tpw-4005-2026-on-call-paving-contract-name-ciz26-tpw-4005-2026-on-call--fb7b71,watching,Bonfire: City of Dallas,,,Reference #: CIZ26-TPW-4005 – 2026 On-Call Paving Contract. Name: CIZ26-TPW-4005 – 2026 On-Call Paving Contract,https://dallascityhall.bonfirehub.com/opportunities/239211,2026-06-04,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz-dwu-26-203-204e-name-2026-assessment-master-planning-and-renovation-of-da-f6b612,watching,Bonfire: City of Dallas,,,"Reference #: CIZ-DWU-26 203/204E. Name: 2026 Assessment, Master Planning, and Renovation of Dallas Water Utilities Employee-Occupied Buildings and Office Spaces and Department of Sanitation Services Facilities at Southeast Service Center",https://dallascityhall.bonfirehub.com/opportunities/239949,2026-06-11,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ifs-dwu-b1700032-name-purchase-of-bulk-bags-218793-9715fd,watching,Bonfire: City of Dallas,,,Reference #: IFS DWU B1700032. Name: Purchase of Bulk Bags *218793,https://dallascityhall.bonfirehub.com/opportunities/242791,2026-07-01,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bdz26-00030152-name-cathodic-protection-system-surveys-inspections-e08699,watching,Bonfire: City of Dallas,,,Reference #: BDZ26-00030152. Name: Cathodic Protection System Surveys & Inspections,https://dallascityhall.bonfirehub.com/opportunities/234611,2026-05-14,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz26-tpw-4004-name-bond-traffic-signal-construction-group-7-illinois-avenue--ac5025,watching,Bonfire: City of Dallas,,,Reference #: CIZ26-TPW-4004. Name: Bond Traffic Signal Construction – Group 7 – Illinois Avenue at Western Park & Wheatland Road at Greenspan Avenue,https://dallascityhall.bonfirehub.com/opportunities/241364,2026-06-25,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bt26-00030442-name-solar-power-equipment-maintenance-and-repair-e02eb2,watching,Bonfire: City of Dallas,,,Reference #: BT26-00030442. Name: Solar Power Equipment Maintenance and Repair,https://dallascityhall.bonfirehub.com/opportunities/241270,2026-06-18,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-btz26-00030097-name-alarm-services-monitoring-installation-maintenance-and-re-a4ae80,watching,Bonfire: City of Dallas,,,"Reference #: BTZ26-00030097. Name: Alarm Services - Monitoring, Installation, Maintenance and Repairs",https://dallascityhall.bonfirehub.com/opportunities/241151,2026-06-18,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bx26-00030493-name-swimming-pool-water-fountain-chemicals-supplies-8114b8,watching,Bonfire: City of Dallas,,,Reference #: BX26-00030493. Name: Swimming Pool & Water Fountain Chemicals & Supplies,https://dallascityhall.bonfirehub.com/opportunities/240783,2026-06-18,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bhz26-0030688-name-fee-study-3aa095,watching,Bonfire: City of Dallas,,,Reference #: BHZ26-0030688. Name: Fee Study,https://dallascityhall.bonfirehub.com/opportunities/240108,2026-06-11,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bt26-00030175-name-field-maintenance-consumable-labor-cb6e28,watching,Bonfire: City of Dallas,,,Reference #: BT26-00030175. Name: Field Maintenance Consumable & Labor,https://dallascityhall.bonfirehub.com/opportunities/239353,2026-06-04,,,,,,,5,,context-exclude (no strong mattress signal): aviation,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bdz26-00030533-name-ron-kirk-bridge-re-coating-services-527609,watching,Bonfire: City of Dallas,,,Reference #: BDZ26-00030533. Name: Ron Kirk Bridge Re-Coating Services,https://dallascityhall.bonfirehub.com/opportunities/238693,2026-06-04,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-byz26-00030369-name-mlk-parade-planning-1334c4,watching,Bonfire: City of Dallas,,,Reference #: BYZ26-00030369. Name: MLK Parade Planning,https://dallascityhall.bonfirehub.com/opportunities/238626,2026-06-04,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bfz26-00030048-name-data-center-network-infrastructure-services-527032,watching,Bonfire: City of Dallas,,,Reference #: BFZ26-00030048. Name: Data Center Network Infrastructure Services,https://dallascityhall.bonfirehub.com/opportunities/237321,2026-05-21,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bg26-00030409-name-ductile-iron-pipe-381afb,watching,Bonfire: City of Dallas,,,Reference #: BG26-00030409. Name: Ductile Iron Pipe,https://dallascityhall.bonfirehub.com/opportunities/236564,2026-05-14,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bu26-00030264-name-semi-automatic-weapons-exchange-839180,watching,Bonfire: City of Dallas,,,Reference #: BU26-00030264. Name: Semi-Automatic Weapons Exchange,https://dallascityhall.bonfirehub.com/opportunities/236488,2026-05-14,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bh26-00030181-name-dallas-airport-system-airport-pavement-maintenance-aa5401,watching,Bonfire: City of Dallas,,,Reference #: BH26-00030181. Name: Dallas Airport System Airport Pavement Maintenance,https://dallascityhall.bonfirehub.com/opportunities/235481,2026-05-28,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bc26-00029656-name-janitorial-supplies-trash-bags-and-liners-d94655,watching,Bonfire: City of Dallas,,,"Reference #: BC26-00029656. Name: Janitorial Supplies, Trash Bags, and Liners",https://dallascityhall.bonfirehub.com/opportunities/232703,2026-04-23,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bl26-00030435-name-herbicides-and-pesticides-2d19c5,watching,Bonfire: City of Dallas,,,Reference #: BL26-00030435. Name: Herbicides and Pesticides,https://dallascityhall.bonfirehub.com/opportunities/239820,2026-06-25,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bcz26-00030027-name-parking-citation-and-meter-management-1964f9,watching,Bonfire: City of Dallas,,,Reference #: BCZ26-00030027. Name: Parking Citation and Meter Management,https://dallascityhall.bonfirehub.com/opportunities/241201,2026-06-18,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bcz26-00030328-name-advanced-metering-infrastructure-ami-proof-of-concept-pro-d6d97c,watching,Bonfire: City of Dallas,,,Reference #: BCZ26-00030328. Name: Advanced Metering Infrastructure (AMI) Proof of Concept Program,https://dallascityhall.bonfirehub.com/opportunities/239326,2026-06-04,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-ciz26-tpw-4003-name-bond-2024-traffic-signal-construction-group-6-masters-dri-69a7d7,watching,Bonfire: City of Dallas,,,"Reference #: CIZ26-TPW-4003. Name: Bond 2024 Traffic Signal Construction Group 6 – Masters Drive at Checota Drive, Pear Ridge Drive at Haverwood Drive, Jefferson Boulevard at Van Burne Avenue, and Buckner Boulevard at Gross Road",https://dallascityhall.bonfirehub.com/opportunities/242999,2026-07-02,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bhz26-00030755-name-consultant-services-determination-remedies-non-conforming-d2f601,watching,Bonfire: City of Dallas,,,Reference #: BHZ26-00030755. Name: Consultant Services - Determination Remedies Non-Conforming Uses,https://dallascityhall.bonfirehub.com/opportunities/241627,2026-06-25,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-bh26-00030454-name-gymnasium-floor-maintenance-and-repair-acdd7d,watching,Bonfire: City of Dallas,,,Reference #: BH26-00030454. Name: Gymnasium Floor Maintenance and Repair,https://dallascityhall.bonfirehub.com/opportunities/237476,2026-06-18,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-city-of-dallas-reference-brz26-00030643-name-enterprise-print-management-support-and-maintenance-servi-19c754,watching,Bonfire: City of Dallas,,,"Reference #: BRZ26-00030643. Name: Enterprise Print Management, Support, and Maintenance Services",https://dallascityhall.bonfirehub.com/opportunities/242143,2026-06-25,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: City of Dallas feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-houston-metro-reference-rfp-2026000013-name-chemical-release-emergency-response-353551,watching,Bonfire: Houston METRO,,,Reference #: RFP 2026000013. Name: Chemical Release Emergency Response,https://ridemetro.bonfirehub.com/opportunities/201541,2026-06-08,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: Houston METRO feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-houston-metro-reference-rfp-doc2104296360-name-rolling-stock-inspection-services-370405,watching,Bonfire: Houston METRO,,,Reference #: RFP Doc2104296360. Name: Rolling Stock Inspection Services,https://ridemetro.bonfirehub.com/opportunities/231869,2026-04-27,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: Houston METRO feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-houston-metro-reference-ifb-2026000001-name-articulating-crane-truck-b74ea3,watching,Bonfire: Houston METRO,,,Reference #: IFB 2026000001. Name: Articulating Crane Truck,https://ridemetro.bonfirehub.com/opportunities/234241,2026-06-08,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: Houston METRO feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-houston-metro-reference-ifb-2026000010-name-87-octane-unleaded-fuel-transportation-services-6afe78,watching,Bonfire: Houston METRO,,,Reference #: IFB 2026000010. Name: 87 Octane Unleaded Fuel Transportation Services,https://ridemetro.bonfirehub.com/opportunities/240720,2026-06-15,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: Houston METRO feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
bonfire-houston-metro-reference-ifb-doc2282570456-name-purchase-and-delivery-of-h4-lrv-overhaul-kits-f313cc,watching,Bonfire: Houston METRO,,,Reference #: IFB-Doc2282570456. Name: Purchase and Delivery of H4 LRV Overhaul Kits,https://ridemetro.bonfirehub.com/opportunities/242559,2026-06-29,,,,,,,0,,no mattress/bedding signal,,2026-07-02,2026-07-02,Auto-ingested from Bonfire: Houston METRO feed; verify details at the source; relevance=REJECT,medium,triage,source_verification_pending; specs_pending,,
